prompt,prompt_len,target
How many passenger trips were made by tram in Melbourne between 2013-2014? | Melbourne is currently building 50 new E Class trams with some already in service in 2014.,47,1
"How many Asian child workers are from India? | Due to a large number of children being illegally employed, the Indian government began to take extensive actions to reduce the number of children working, and to focus on the importance of facilitating the proper growth and development of children.",54,1
"Under what rule did Aristotle believe a nation should be led? | Plato nevertheless hoped that the best men would be good at respecting established laws, explaining that ""Where the law is subject to some other authority and has none of its own, the collapse of the state, in my view, is not far off; but if law is the master of the government and the government is its slave, then the situation is full of promise and men enjoy all the blessings that the gods shower on a state.""",100,1
"What were the Manchus originally named? | Schoppa, the editor of The Columbia Guide to Modern Chinese History argues, ""A date around 1780 as the beginning of modern China is thus closer to what we know today as historical 'reality'.",53,1
"Who was the Polish-British founder of Anthropology? | Its origins as a sub-field of anthropology begin with the Polish-British founder of Anthropology, Bronislaw Malinowski, and his French compatriot, Marcel Mauss, on the nature of gift-giving exchange (or reciprocity) as an alternative to market exchange.",66,0
What was a common belief about vacuums and nature? | The commonly held view that nature abhorred a vacuum was called horror vacui.,29,0
"Who gave John Couch Adams extra data? | In 1843, John Couch Adams began work on the orbit of Uranus using the data he had.",33,1
"HTML and XHTML should be what by all browsers? | Modern web browsers support a combination of standards-based and de facto HTML and XHTML, which should be rendered in the same way by all browsers.",41,0
"Which far away cities in other countries could feel the earthquake? | The earthquake was also felt in nearby countries and as far away as both Beijing and Shanghai—1,500 km (930 mi) and 1,700 km (1,060 mi) away—where office buildings swayed with the tremor.",70,0
"What other royal figure strongly influenced Frederick William III's decision to go to war with France? | A collection of German states intended to serve as a buffer zone between France and Central Europe, the creation of the Confederation spelled the end of the Holy Roman Empire and significantly alarmed the Prussians.",59,1
"Who calls the four immeasurable minds ""four limitless ones""? | What Thich Nhat Hanh calls the ""Four Immeasurable Minds"" of love, compassion, joy, and equanimity[full citation needed] are also known as brahmaviharas, divine abodes, or simply as four immeasurables.[web 5] Pema Chödrön calls them the ""four limitless ones"".",84,0
"Is the airway obstuction reversable in asthma? | Unlike these diseases, the airway obstruction in asthma is usually reversible; however, if left untreated, the chronic inflammation from asthma can lead the lungs to become irreversibly obstructed due to airway remodeling.",51,0
Was Chief Tamasese wounded or killed during the demonstration? | Ten others died that day and approximately 50 were injured by gunshot wounds and police batons.,34,1
"What was Wright's method known as? | The population geneticist Sewall Wright developed one way of measuring genetic differences between populations known as the Fixation index, which is often abbreviated to FST.",42,0
"Where did John Hawkins and Francis Drake attack Spanish and Portuguese slave ships? | This effort was rebuffed and later, as the Anglo-Spanish Wars intensified, Elizabeth I gave her blessing to further privateering raids against Spanish ports in the Americas and shipping that was returning across the Atlantic, laden with treasure from the New World.",66,1
"Which singer did an ad for the LD-700 player in 1984? | A 1984 Ray Charles ad for the LD-700 player bore the term ""Pioneer LaserDisc brand videodisc player"".",52,0
"What role did Thailand play in the war? | The Phayap Army sent troops to invade and occupy northeastern Burma, which was former Thai territory that had been annexed by Britain much earlier.",39,1
"When did the Hospital Vilardebo open? | The hospital was originally one of the best of Latin America and in 1915 grew to 1,500 inpatients.",41,1
"The domino theory was applied to Central America and what other region? | In 1954, Eisenhower articulated the domino theory in his outlook towards communism in Southeast Asia and also in Central America.",41,0
